element_type,osmid,brand,brand:wikidata,name,shop,website,geometry,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,ref,nodes,brand:wikipedia,building,source,addr:country,air_conditioning,opening_hours,payment:cash,payment:credit_cards,building:levels,roof:levels,building:part,phone,smoking,note,opening_date,contact:facebook,addr:unit,wheelchair,construction,operator,building:colour,roof:shape,building:material,old_name,roof:colour,roof:material,area,indoor,level,opening_hours:url,check_date,payment:apple_pay,payment:contactless,payment:google_pay,payment:samsung_pay,payment:tap,dispensing,alt_name,payment:american_express,payment:cheque,payment:debit_cards,payment:food_stamps,payment:mastercard,payment:visa,payment:visa_debit,X,Y
node,9609387607,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/massillon/10289,POINT (-81.5018112 40.8236288),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.5018112,40.8236288
node,9668478833,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/bolivar/6157,POINT (-81.441606 40.6383289),Bolivar,10787,44612,OH,Ensley Drive Northeast,6157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.441606,40.6383289
node,9678854748,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/akron/9173,POINT (-81.5654048 40.9603872),Akron,5235,44319,OH,Manchester Road,9173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.5654048,40.9603872
node,9684194637,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/hartville/6564,POINT (-81.3402334 40.9677799),Hartville,137,44632,OH,Kent Avenue Northeast,6564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.3402334,40.9677799
node,9687091553,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/canton/3237,POINT (-81.3313741 40.8741748),Canton,2681,44721,OH,Easton Street Northeast,3237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.3313741,40.8741748
node,10055029230,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/beach-city/21265,POINT (-81.5921493 40.6470356),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.5921493,40.6470356
node,10117532251,Dollar General,,Dollar General,,,POINT (-81.2406233 40.9514748),,,,,,,,,,,,,,,,,,,,,,,,,,shop,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.2406233,40.9514748
node,10117552481,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/akron/22402,POINT (-81.462874 41.0147868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.462874,41.0147868
node,9668303823,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/new-philadelphia/2509,POINT (-81.4741131 40.4962392),New Philadelphia,348,44663,OH,Bluebell Drive Northwest,2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.4741131,40.4962392
node,9666818482,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/lore-city/18418,POINT (-81.445491 40.0350292),Lore City,64524,43755,OH,Wintergreen Road,18418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.445491,40.0350292
node,10731348167,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/byesville/11101,POINT (-81.5345031 39.9694695),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.5345031,39.9694695
node,9017192250,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/marietta/8062,POINT (-81.4481486 39.4230423),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.4481486,39.4230423
node,8632707330,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/conneaut/2207,POINT (-80.554924 41.943923),Conneaut,215,44030,OH,State Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.554924,41.943923
node,8722324218,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/north-kingsville/813,POINT (-80.6862247 41.8980458),North Kingsville,6285,44068,OH,South Main Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.6862247,41.8980458
node,10905169915,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/conneaut/14580,POINT (-80.5973442 41.937324),Conneaut,280,44030,OH,West Main Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.5973442,41.937324
node,5324636021,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/austinburg/18519,POINT (-80.8555455 41.7815205),Austinburg,2864,44010,OH,Clay Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.8555455,41.7815205
node,6038007556,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/jefferson/12769,POINT (-80.7701213 41.7469151),Jefferson,41,44047,OH,West Beech Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.7701213,41.7469151
node,6596197448,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/geneva/17344,POINT (-80.9560831 41.8401512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.9560831,41.8401512
node,8138383039,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/ashtabula/14529,POINT (-80.8053918 41.8589151),Ashtabula,1708,44004,OH,West Prospect Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.8053918,41.8589151
node,8155360842,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/ashtabula/7103,POINT (-80.7495383 41.8799094),Ashtabula,3520,44004,OH,North Ridge Road East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.7495383,41.8799094
node,8656315672,Dollar General,Q145168,Dollar General,variety_store,https://www.dollargeneral.com/store-directory/oh/geneva/120,POINT (-80.9456247 41.7958826),Geneva,100,44041,OH,Commerce Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.9456247,41.7958826
